IE_XML_ID,IE_NAME,IE_ID,IE_ACTIVE,IE_ACTIVE_FROM,IE_ACTIVE_TO,IE_PREVIEW_PICTURE,IE_PREVIEW_TEXT,IE_PREVIEW_TEXT_TYPE,IE_DETAIL_PICTURE,IE_DETAIL_TEXT,IE_DETAIL_TEXT_TYPE,IE_CODE,IE_SORT,IE_TAGS,IP_PROP8,IP_PROP3,IP_PROP7,IP_PROP5,IP_PROP4,IP_PROP6,IC_GROUP0,IC_GROUP1,IC_GROUP2
219,7c4f6e03-228c-11e6-9691-5cf3fc3b5be6,219,Y,,,,,text,,,text,,500,,Блок Д на улице Революции,7c4f6e03-228c-11e6-9691-5cf3fc3b5be6,"59:01:4410156:12, и 59:01:4410156:4","«Жилой дом со встроено-пристроенными помещениями и подземной автостоянкой, расположенный по адресу: Пермский край, город Пермь, квартал 156 в Свердловском районе города Перми»",Квартал Пермь,31 декабря 2018г,,,
220,5184b657-7201-11e7-92cc-5cf3fc3b5be6,220,Y,,,,,text,,,text,,500,,Орловское Поле Секция 1 (5 этажей),5184b657-7201-11e7-92cc-5cf3fc3b5be6,16:52:030728:1179,"Многофункциональная застройка территории в г.Набережные Челны, Республика Татарстан, ограниченной федеральной автомагистралью М7 «Москва-Уфа» и рекой Челнинка, Северо-Восточным и Юго-Западным жилыми районами. 1-этап освоения территории. Этап строительства 1",Орловское Поле,до 1 октября 2019  г.,,,
221,6b7d17b1-a1c3-11e7-9042-5cf3fc3b5be6,221,Y,,,,,text,,,text,,500,,Орловское Поле Секция 2 (7 этажей),6b7d17b1-a1c3-11e7-9042-5cf3fc3b5be6,16:52:030728:1179,"Многофункциональная застройка территории в г.Набережные Челны, Республика Татарстан, ограниченной федеральной автомагистралью М7 «Москва-Уфа» и рекой Челнинка, Северо-Восточным и Юго-Западным жилыми районами. 1-этап освоения территории. Этап строительства 1",Орловское Поле,до 1 октября 2019  г.,,,
222,89128ae1-a1c6-11e7-9042-5cf3fc3b5be6,222,Y,,,,,text,,,text,,500,,Орловское Поле Секция 3 (7 этажей),89128ae1-a1c6-11e7-9042-5cf3fc3b5be6,16:52:030728:1179,"Многофункциональная застройка территории в г.Набережные Челны, Республика Татарстан, ограниченной федеральной автомагистралью М7 «Москва-Уфа» и рекой Челнинка, Северо-Восточным и Юго-Западным жилыми районами. 1-этап освоения территории. Этап строительства 1",Орловское Поле,до 1 октября 2019  г.,,,
223,c7238c25-a1c6-11e7-9042-5cf3fc3b5be6,223,Y,,,,,text,,,text,,500,,Орловское Поле Секция 4 (9 этажей),c7238c25-a1c6-11e7-9042-5cf3fc3b5be6,16:52:030728:1179,"Многофункциональная застройка территории в г.Набережные Челны, Республика Татарстан, ограниченной федеральной автомагистралью М7 «Москва-Уфа» и рекой Челнинка, Северо-Восточным и Юго-Западным жилыми районами. 1-этап освоения территории. Этап строительства 1",Орловское Поле,до 1 октября 2019  г.,,,
224,d4365ae6-a1c6-11e7-9042-5cf3fc3b5be6,224,Y,,,,,text,,,text,,500,,Орловское Поле Секция 5 (9 этажей),d4365ae6-a1c6-11e7-9042-5cf3fc3b5be6,16:52:030728:1179,"Многофункциональная застройка территории в г.Набережные Челны, Республика Татарстан, ограниченной федеральной автомагистралью М7 «Москва-Уфа» и рекой Челнинка, Северо-Восточным и Юго-Западным жилыми районами. 1-этап освоения территории. Этап строительства 1",Орловское Поле,до 1 октября 2019  г.,,,
225,df3fdc4e-a1c6-11e7-9042-5cf3fc3b5be6,225,Y,,,,,text,,,text,,500,,Орловское Поле Секция 6 (12 этажей),df3fdc4e-a1c6-11e7-9042-5cf3fc3b5be6,16:52:030728:1179,"Многофункциональная застройка территории в г.Набережные Челны, Республика Татарстан, ограниченной федеральной автомагистралью М7 «Москва-Уфа» и рекой Челнинка, Северо-Восточным и Юго-Западным жилыми районами. 1-этап освоения территории. Этап строительства 1",Орловское Поле,до 1 октября 2019  г.,,,
226,36fd9964-729c-11e7-92cc-5cf3fc3b5be6,226,Y,,,,,text,,,text,,500,,Орловское Поле Секция 7 (16 этажей),36fd9964-729c-11e7-92cc-5cf3fc3b5be6,16:52:030728:1179,"Многофункциональная застройка территории в г.Набережные Челны, Республика Татарстан, ограниченной федеральной автомагистралью М7 «Москва-Уфа» и рекой Челнинка, Северо-Восточным и Юго-Западным жилыми районами. 1-этап освоения территории. Этап строительства 2",Орловское Поле,до 1 октября 2019  г.,,,
227,568dd0e4-b3df-11e7-b0ef-5ef3fcbcaf17,227,Y,,,,,text,,,text,,500,,Ассортимент ВН_Ижевск,568dd0e4-b3df-11e7-b0ef-5ef3fcbcaf17,,1 ккв.ул. Ворошилова д.55,,,,,
228,272b8d6e-5a6e-11e8-ba94-226e60c524e5,228,Y,,,,,text,,,text,,500,,Ассортимент ВН_Ижевск,272b8d6e-5a6e-11e8-ba94-226e60c524e5,"3 к.кв. Труда, 84-28","3 к.кв. Труда, 84-28",,,,,
229,43902118-1177-11e8-befa-5ef3fcbcaf17,229,Y,,,,,text,,,text,,500,,Ассортимент ВН_Ижевск,43902118-1177-11e8-befa-5ef3fcbcaf17,"7 Подлесная, 71",Нежилое помещение свободного назначения,,,,,
230,0ba39178-1175-11e8-befa-5ef3fcbcaf17,230,Y,,,,,text,,,text,,500,,Ассортимент ВН_Ижевск,0ba39178-1175-11e8-befa-5ef3fcbcaf17,"Академика Павлова, 35-98",квартира-студия,,,,,
231,2b6ff35e-d598-11e7-a7b5-5ef3fcbcaf17,231,Y,,,,,text,,,text,,500,,Ассортимент ВН_Ижевск,2b6ff35e-d598-11e7-a7b5-5ef3fcbcaf17,"Академика Павлова, 35-93","Академика Павлова, 35-93",,,,,
232,96099b11-d988-11e7-a7b5-5ef3fcbcaf17,232,Y,,,,,text,,,text,,500,,Ассортимент ВН_Ижевск,96099b11-d988-11e7-a7b5-5ef3fcbcaf17,"Баранова, 46","2 комн.квартира Баранова, 46, 2014 год постройки, состоние отличное, встроенная кухня, квартира с отделкой",,,,,
233,07823abb-d986-11e7-a7b5-5ef3fcbcaf17,233,Y,,,,,text,,,text,,500,,Ассортимент ВН_Ижевск,07823abb-d986-11e7-a7b5-5ef3fcbcaf17,"Ворошилова, 61-22","1 к.кв. Ворошилова, 61, 1/5 кир, общая площадь 30,5 кв.м., отличное состояние, встроенный кухонный гарнитур, подходит под все виды кредитования",,,,,
234,42d6fbca-ce86-11e7-a7b5-5ef3fcbcaf17,234,Y,,,,,text,,,text,,500,,Ассортимент ВН_Уфа,42d6fbca-ce86-11e7-a7b5-5ef3fcbcaf17,,Вторичная недвижимость_Уф,Вторичная недвижимость,,,,
235,c1f79d8e-9ec8-11e7-976a-5cf3fc3b5be6,235,Y,,,,,text,,,text,,500,,Ассортимент ВН_Ижевск,c1f79d8e-9ec8-11e7-976a-5cf3fc3b5be6,"ул. Дзержинского, 46-68","Дзержнского,46",,,,,
236,5f7b842c-cf58-11e7-a7b5-5ef3fcbcaf17,236,Y,,,,,text,,,text,,500,,Ассортимент ВН_Ижевск,5f7b842c-cf58-11e7-a7b5-5ef3fcbcaf17,"Ильфата Закирова, 36-31","1 к.кв. Ильфата Закирова, 36-31",,,,,
237,6e13dea6-9ec8-11e7-976a-5cf3fc3b5be6,237,Y,,,,,text,,,text,,500,,Ассортимент ВН_Ижевск,6e13dea6-9ec8-11e7-976a-5cf3fc3b5be6,"ул. Стадионная, 11-43","Стадионная, 11",,,,,
238,333a9cdd-d5b0-11e7-a7b5-5ef3fcbcaf17,238,Y,,,,,text,,,text,,500,,Ассортимент ВН_Ижевск,333a9cdd-d5b0-11e7-a7b5-5ef3fcbcaf17,"10 лет Октября, 51-53","ул. 10 лет Октября, 51",,,,,
239,ffb156ee-284a-11e8-9c16-5ef3fcbcaf17,239,Y,,,,,text,,,text,,500,,СЧАСТЬЕ 1 СЕКЦИЯ (649 кв.) ,ffb156ee-284a-11e8-9c16-5ef3fcbcaf17,"г. Пермь, ул. Карпинского, д. 50",Семейный квартал Счастье,Счастье,до 01.10.2020,,,
240,e8b4368a-0581-11e8-9965-5ef3fcbcaf17,240,Y,,,,,text,,,text,,500,,СЧАСТЬЕ 2 СЕКЦИЯ (649 кв.),e8b4368a-0581-11e8-9965-5ef3fcbcaf17,"г. Пермь, ул. Карпинского, д. 50",Семейный квартал Счастье,Счастье,до 01.10.2020,,,
241,f3f2a1bb-0744-11e8-9965-5ef3fcbcaf17,241,Y,,,,,text,,,text,,500,,СЧАСТЬЕ 3 СЕКЦИЯ (649 кв.),f3f2a1bb-0744-11e8-9965-5ef3fcbcaf17,"г. Пермь, ул. Карпинского, д. 50",Семейный квартал Счастье,Счастье,до 01.10.2020,,,
242,457ea5c9-33e7-11e8-ba90-226e60c524e5,242,Y,,,,,text,,,text,,500,,Корзина,457ea5c9-33e7-11e8-ba90-226e60c524e5,"г. Ярославль, Дзержинский район, микрорайон №№ 9, 9-а, 9-б, квартал, ограниченный просп. Дзержинского, ул. Блюхера, ул. Бабича и Тутаевским шоссе, площадью 12055 кв.м., с кадастровым номером 76:23:010503:43","Жилой комплекс Яблоневый посад, стр.23 1 этап секция 1 ",Яблоневый посад,,,,
243,584dd5e7-5018-11e7-b5e9-5cf3fc3b5be6,243,Y,,,,,text,,,text,,500,,Сердце города_СЮ1 Секция 1,584dd5e7-5018-11e7-b5e9-5cf3fc3b5be6,16:52:050305:30,"Жилой комплекс Сердце Города. Жилой комплекс в микр. 19, по просп. Сююмбике в г.Набережные Челны, Республика Татарстан. Первая очередь строительства",Сердце города_Сююмбике,,,,
244,a13a49bf-6c59-11e7-bfd3-5cf3fc3b5be6,244,Y,,,,,text,,,text,,500,,Сердце города_СЮ1 Секция 2,a13a49bf-6c59-11e7-bfd3-5cf3fc3b5be6,16:52:050305:30,"Жилой комплекс Сердце Города. Жилой комплекс в микр. 19, по просп. Сююмбике в г.Набережные Челны, Республика Татарстан. Первая очередь строительства. ",Сердце города_Сююмбике,,,,
245,51354540-6c5a-11e7-bfd3-5cf3fc3b5be6,245,Y,,,,,text,,,text,,500,,Сердце города_СЮ1 Секция 3.1,51354540-6c5a-11e7-bfd3-5cf3fc3b5be6,16:52:050305:2326,"Жилой комплекс в микр.19, по просп.Сююмбике в г.Набережные Челны, Республика Татарстан. Первая очередь строительства: Этап строительства 2.",Сердце города_Сююмбике,до 1 февраля 2020 года.,,,
246,ed76fc25-6c59-11e7-bfd3-5cf3fc3b5be6,246,Y,,,,,text,,,text,,500,,Сердце города_СЮ1 Секция 3,ed76fc25-6c59-11e7-bfd3-5cf3fc3b5be6,16:52:050305:2326,"Жилой комплекс в микр.19, по просп.Сююмбике в г.Набережные Челны, Республика Татарстан. Первая очередь строительства: Этап строительства 2.",Сердце города_Сююмбике,до 1 февраля 2020 года.,,,
247,d9ae63da-1d97-11e6-9691-5cf3fc3b5be6,247,Y,,,,,text,,,text,,500,,ЖК Циолковского 3 секция (10эт),d9ae63da-1d97-11e6-9691-5cf3fc3b5be6, 18:26:050969:764,"«Многоквартирный жилой дом по ул. Циолковского, 22 в г. Ижевске»",Тихий центр,30 июня 2017 г.,,,
248,72880add-56dc-11e5-b890-5cf3fc3b5be6,248,Y,,,,,text,,,text,,500,,ЖК Циолковского 1 секция (17эт),72880add-56dc-11e5-b890-5cf3fc3b5be6,18:26:050969:764,"«Многоквартирный жилой дом по ул. Циолковского, 22 в г. Ижевске»",Тихий центр,30 июня 2017 г.,,,
249,d9ae63d9-1d97-11e6-9691-5cf3fc3b5be6,249,Y,,,,,text,,,text,,500,,ЖК Циолковского 2 секция (3эт),d9ae63d9-1d97-11e6-9691-5cf3fc3b5be6, 18:26:050969:764,"«Многоквартирный жилой дом по ул. Циолковского, 22 в г. Ижевске»",Тихий центр,30 июня 2017 г.,,,
250,566dc96b-2fbb-11e7-a09d-5cf3fc3b5be6,250,Y,,,,,text,,,text,,500,,ЖК ТИХИЙ ЦЕНТР 2 очередь 10 этажей,566dc96b-2fbb-11e7-a09d-5cf3fc3b5be6, 18:26:050969:764,"Многоквартирный жилой дом по ул. Циолковского, 22 в г. Ижевске. Третий этап строительства – Корпус №2 (секция 4)",Тихий центр,до 30 апреля 2019 г.,,,
251,619179f3-2fbb-11e7-a09d-5cf3fc3b5be6,251,Y,,,,,text,,,text,,500,,ЖК ТИХИЙ ЦЕНТР 2 очередь 14 этажей,619179f3-2fbb-11e7-a09d-5cf3fc3b5be6,18:26:050969:764," Многоквартирный жилой дом по ул.Циолковского, 22 в г.Ижевске. Третий этап строительства – Корпус №3 (секция 5).",Тихий центр,до 30 апреля 2019 г.,,,
252,3c792603-b853-11e6-9a4e-5cf3fc3b5be6,252,Y,,,,,text,,,text,,500,,Квартал Энтузиастов Литер 6а_секция1,3c792603-b853-11e6-9a4e-5cf3fc3b5be6,02:55:020614:765,"«Многоэтажный жилой дом литер 6, расположенный в квартале, ограниченном проспектом Салавата Юлаева, улицами Лесотехникума, Энтузиастов, Рудольфа Нуреева, в Октябрьском районе городского округа город Уфа Республики Башкортостан. Первый этап строительства. Секция 1»",Квартал Энтузиастов,31.08.19,,,
253,25a9e714-ba38-11e7-b0ef-5ef3fcbcaf17,253,Y,,,,,text,,,text,,500,,Квартал Энтузиастов Литер 6б_секция3,25a9e714-ba38-11e7-b0ef-5ef3fcbcaf17,02:55:020614:765,"«Многоэтажный жилой дом литер 6, расположенный в квартале, ограниченном проспектом Салавата Юлаева, улицами Лесотехникума, Энтузиастов, Рудольфа Нуреева, в Октябрьском районе городского округа город Уфа Республики Башкортостан. Второй этап строительства. Секция №2-встроенно-пристроенные общественного назначения, секция №3-жилая»",Квартал Энтузиастов,31.03.2020 г.,,,
254,45804ebf-ba38-11e7-b0ef-5ef3fcbcaf17,254,Y,,,,,text,,,text,,500,,Квартал Энтузиастов Литер 6в_секция4,45804ebf-ba38-11e7-b0ef-5ef3fcbcaf17,02:55:020614:765,"«Многоэтажный жилой дом литер 6, расположенный в квартале, ограниченном проспектом Салавата Юлаева, улицами Лесотехникума, Энтузиастов, Рудольфа Нуреева, в Октябрьском районе городского округа город Уфа Республики Башкортостан. Третий этап строительства. Секция №4-встроенно-пристроенные общественного назначения, секция №5-жилая»",Квартал Энтузиастов,31.03.2020 г.,,,
